ID,Edad,Tipo_Trabajo,Estado_Civil,Educacion,Incumplimiento,Vivienda,Consumo,Contacto,Mes,Dias,Campana,Dias_Ultima_Camp,No_Contactos,Resultado_Anterior,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
23804,34,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93075.0,-47.1,1405.0,5099.1,0
2849,28,admin.,single,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
13925,44,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,mon,12,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
30593,86,retired,divorced,basic.4y,no,unknown,unknown,cellular,oct,wed,1,999,0,nonexistent,-3.4,92431.0,-26.9,0.74,5017.5,0
5376,27,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
24891,35,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92893.0,-46.2,1334.0,5099.1,0
11136,42,blue-collar,married,basic.4y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
16015,29,technician,single,high.school,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93444.0,-36.1,4966.0,5228.1,1
6897,28,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94465.0,-41.8,4864.0,5228.1,0
11612,25,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93918.0,-42.7,4961.0,5228.1,0
20532,36,management,married,university.degree,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
11429,27,technician,married,professional.course,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
10406,41,blue-collar,married,unknown,no,yes,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
6835,32,blue-collar,married,professional.course,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94465.0,-41.8,4864.0,5228.1,0
14843,42,management,married,basic.9y,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93918.0,-42.7,4968.0,5228.1,0
17559,40,technician,single,professional.course,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93444.0,-36.1,4964.0,5228.1,0
8978,45,admin.,married,basic.9y,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94465.0,-41.8,4961.0,5228.1,0
27039,44,housemaid,married,basic.4y,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92893.0,-46.2,1281.0,5099.1,0
5778,31,services,single,high.school,unknown,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
25007,33,admin.,married,high.school,no,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92893.0,-46.2,1334.0,5099.1,0
32636,29,admin.,married,high.school,no,yes,no,cellular,sep,thu,3,999,0,nonexistent,-1.1,94199.0,-37.5,0.879,4963.6,0
14325,57,admin.,divorced,high.school,unknown,yes,no,telephone,jul,tue,2,999,0,nonexistent,1.4,93918.0,-42.7,4961.0,5228.1,0
7740,40,technician,married,professional.course,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94465.0,-41.8,4961.0,5228.1,0
23552,40,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93075.0,-47.1,1405.0,5099.1,0
16215,45,admin.,married,university.degree,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93444.0,-36.1,4965.0,5228.1,0
7733,33,technician,single,high.school,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94465.0,-41.8,4961.0,5228.1,0
15830,34,admin.,married,university.degree,no,yes,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93444.0,-36.1,4966.0,5228.1,0
8067,56,management,married,university.degree,no,no,no,telephone,jun,thu,5,999,0,nonexistent,1.4,94465.0,-41.8,4958.0,5228.1,0
20666,32,services,married,unknown,no,yes,yes,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
29228,40,blue-collar,divorced,professional.course,no,no,no,cellular,jun,wed,2,3,1,success,-2.9,92963.0,-40.8,1.26,5076.2,1
30015,88,retired,divorced,basic.4y,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92201.0,-31.4,0.873,5076.2,0
6841,33,admin.,married,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94465.0,-41.8,4864.0,5228.1,0
22845,32,admin.,married,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93075.0,-47.1,1415.0,5099.1,0
9042,38,admin.,married,high.school,no,yes,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94465.0,-41.8,4961.0,5228.1,1
18162,40,technician,married,high.school,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93444.0,-36.1,4964.0,5228.1,0
23068,36,admin.,single,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93075.0,-47.1,1.41,5099.1,0
30848,58,unemployed,divorced,basic.9y,no,yes,no,telephone,oct,wed,1,999,0,nonexistent,-3.4,92431.0,-26.9,0.7240000000000001,5017.5,1
25805,51,management,married,university.degree,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92893.0,-46.2,1313.0,5099.1,0
22031,31,admin.,single,high.school,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4021.0,5195.8,0
23160,35,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,2,999,1,failure,-1.8,93075.0,-47.1,1405.0,5099.1,0
15689,53,blue-collar,married,basic.9y,unknown,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93444.0,-36.1,4968.0,5228.1,0
16505,39,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93444.0,-36.1,4966.0,5228.1,0
26125,29,admin.,married,high.school,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92893.0,-46.2,1299.0,5099.1,0
9466,46,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,12,999,0,nonexistent,1.4,94465.0,-41.8,4959.0,5228.1,0
13694,41,admin.,married,basic.9y,unknown,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
15937,39,management,married,university.degree,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93444.0,-36.1,4966.0,5228.1,0
27347,28,services,single,high.school,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92893.0,-46.2,1281.0,5099.1,1
30158,33,blue-collar,divorced,basic.4y,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92201.0,-31.4,0.8590000000000001,5076.2,1
5523,34,blue-collar,married,basic.9y,no,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
17604,51,technician,single,professional.course,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93444.0,-36.1,4964.0,5228.1,0
3093,30,admin.,single,university.degree,unknown,no,yes,telephone,may,fri,4,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
22409,26,services,single,high.school,no,no,no,cellular,apr,thu,1,1,3,success,-1.8,93075.0,-47.1,1483.0,5099.1,0
29289,54,management,married,university.degree,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92963.0,-40.8,1.26,5076.2,0
29355,38,technician,single,professional.course,no,no,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92963.0,-40.8,1.26,5076.2,0
7321,44,technician,married,basic.9y,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94465.0,-41.8,4967.0,5228.1,0
8772,51,services,married,high.school,unknown,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94465.0,-41.8,4962.0,5228.1,0
24729,37,services,single,basic.9y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92893.0,-46.2,1344.0,5099.1,0
20431,45,technician,married,professional.course,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
23617,33,technician,married,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93075.0,-47.1,1405.0,5099.1,0
21808,53,blue-collar,married,basic.4y,unknown,yes,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4021.0,5195.8,0
17828,37,admin.,married,university.degree,no,no,yes,cellular,aug,thu,3,999,0,nonexistent,1.4,93444.0,-36.1,4963.0,5228.1,1
24004,34,admin.,divorced,high.school,no,yes,no,telephone,apr,tue,3,999,0,nonexistent,-1.8,93075.0,-47.1,1405.0,5099.1,0
410,42,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
7655,56,retired,married,basic.4y,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94465.0,-41.8,4961.0,5228.1,0
7413,44,technician,married,professional.course,unknown,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94465.0,-41.8,4967.0,5228.1,0
8238,41,services,married,high.school,unknown,no,no,telephone,jun,mon,21,999,0,nonexistent,1.4,94465.0,-41.8,4.96,5228.1,0
32701,40,admin.,divorced,high.school,no,yes,yes,telephone,sep,wed,1,999,1,failure,-1.1,94199.0,-37.5,0.8859999999999999,4963.6,0
19309,56,technician,married,high.school,no,no,no,telephone,oct,thu,1,999,0,nonexistent,-0.1,93798.0,-40.4,4794.0,5195.8,1
21631,45,admin.,divorced,university.degree,no,yes,yes,cellular,nov,fri,9,999,0,nonexistent,-0.1,93.2,-42.0,4021.0,5195.8,0
9459,44,admin.,single,university.degree,unknown,yes,no,telephone,jun,fri,6,999,0,nonexistent,1.4,94465.0,-41.8,4959.0,5228.1,0
32533,85,retired,married,basic.4y,no,no,no,cellular,sep,tue,1,3,2,success,-1.1,94199.0,-37.5,0.8809999999999999,4963.6,1
27749,25,admin.,single,high.school,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92893.0,-46.2,1266.0,5099.1,1
8139,36,services,married,high.school,no,yes,yes,telephone,jun,thu,6,999,0,nonexistent,1.4,94465.0,-41.8,4958.0,5228.1,0
20983,37,admin.,single,university.degree,no,yes,yes,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
27849,27,blue-collar,married,high.school,no,no,no,cellular,may,thu,5,999,1,failure,-1.8,92893.0,-46.2,1266.0,5099.1,0
4272,53,technician,divorced,professional.course,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
17667,46,self-employed,married,university.degree,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93444.0,-36.1,4964.0,5228.1,0
20951,45,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
5815,53,management,married,university.degree,unknown,unknown,unknown,telephone,may,thu,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
32845,33,services,single,high.school,no,yes,no,cellular,oct,mon,1,6,1,success,-1.1,94601.0,-49.5,1032.0,4963.6,1
2129,51,admin.,married,basic.4y,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,1
7719,46,admin.,single,university.degree,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94465.0,-41.8,4961.0,5228.1,0
7707,54,technician,single,basic.9y,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94465.0,-41.8,4961.0,5228.1,0
28294,26,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,3,999,1,failure,-1.8,92893.0,-46.2,1.25,5099.1,0
10825,52,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
11393,32,management,single,university.degree,no,no,no,cellular,jul,mon,6,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
32962,37,admin.,married,university.degree,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-1.1,94767.0,-50.8,1028.0,4963.6,1
28851,29,self-employed,married,university.degree,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92893.0,-46.2,1266.0,5099.1,0
16230,45,blue-collar,married,high.school,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93444.0,-36.1,4965.0,5228.1,0
6714,51,technician,married,professional.course,no,no,yes,telephone,jun,tue,3,999,0,nonexistent,1.4,94465.0,-41.8,4864.0,5228.1,0
3185,32,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93994.0,-36.4,4858.0,5191.0,0
28300,30,admin.,single,university.degree,no,no,no,telephone,may,fri,3,999,0,nonexistent,-1.8,92893.0,-46.2,1.25,5099.1,0
29232,59,retired,married,professional.course,no,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92963.0,-40.8,1.26,5076.2,0
6792,35,entrepreneur,married,university.degree,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465.0,-41.8,4864.0,5228.1,0
23741,71,retired,married,university.degree,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93075.0,-47.1,1405.0,5099.1,1
31053,26,admin.,married,high.school,no,yes,no,cellular,nov,fri,1,7,1,success,-3.4,92649.0,-30.1,0.7140000000000001,5017.5,1
30574,45,blue-collar,married,professional.course,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92431.0,-26.9,0.7440000000000001,5017.5,0
4475,43,admin.,divorced,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
10727,45,blue-collar,divorced,professional.course,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
27363,48,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,4,999,1,failure,-1.8,92893.0,-46.2,1281.0,5099.1,0
19065,30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,11,999,0,nonexistent,1.4,93444.0,-36.1,4962.0,5228.1,1
26441,37,housemaid,divorced,basic.9y,unknown,yes,no,telephone,may,mon,2,999,0,nonexistent,-1.8,92893.0,-46.2,1299.0,5099.1,0
11227,29,admin.,single,high.school,unknown,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
12077,48,admin.,married,high.school,unknown,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93918.0,-42.7,4958.0,5228.1,0
28964,24,admin.,single,university.degree,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92893.0,-46.2,1.27,5099.1,0
6433,33,blue-collar,single,basic.9y,unknown,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94465.0,-41.8,4865.0,5228.1,0
12262,32,admin.,single,basic.9y,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93918.0,-42.7,4958.0,5228.1,0
19259,56,unknown,married,unknown,no,no,no,telephone,oct,fri,1,999,0,nonexistent,-0.1,93798.0,-40.4,5045.0,5195.8,1
1699,33,technician,married,basic.9y,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
19414,47,services,divorced,high.school,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4191.0,5195.8,0
1047,35,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93994.0,-36.4,4855.0,5191.0,0
20687,38,entrepreneur,divorced,basic.9y,no,yes,yes,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
2762,55,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,thu,6,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
20798,38,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
15744,32,admin.,single,university.degree,no,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93444.0,-36.1,4968.0,5228.1,0
6632,49,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,tue,5,999,0,nonexistent,1.4,94465.0,-41.8,4864.0,5228.1,0
12251,32,management,single,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93918.0,-42.7,4958.0,5228.1,0
16058,52,retired,married,high.school,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93444.0,-36.1,4966.0,5228.1,0
14977,59,services,married,high.school,no,yes,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93918.0,-42.7,4968.0,5228.1,0
23933,41,blue-collar,married,professional.course,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93075.0,-47.1,1405.0,5099.1,0
2298,32,services,single,high.school,no,no,no,telephone,may,wed,4,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
3603,28,technician,married,professional.course,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93994.0,-36.4,4856.0,5191.0,0
11044,38,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
29774,32,technician,married,university.degree,no,yes,no,cellular,aug,thu,2,4,1,success,-2.9,92201.0,-31.4,0.883,5076.2,0
634,54,management,married,high.school,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93994.0,-36.4,4856.0,5191.0,0
23371,27,admin.,single,high.school,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93075.0,-47.1,1405.0,5099.1,1
14750,37,services,divorced,high.school,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93918.0,-42.7,4968.0,5228.1,0
10880,42,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
24247,63,retired,married,high.school,no,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93075.0,-47.1,1365.0,5099.1,0
19605,52,admin.,divorced,high.school,no,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4191.0,5195.8,0
28136,54,retired,divorced,university.degree,no,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92893.0,-46.2,1.25,5099.1,0
28574,30,admin.,single,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92893.0,-46.2,1244.0,5099.1,0
30225,64,retired,married,unknown,no,yes,no,cellular,aug,fri,3,999,1,failure,-2.9,92201.0,-31.4,0.8490000000000001,5076.2,0
360,47,technician,married,professional.course,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
5183,33,services,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
19245,39,housemaid,married,basic.4y,unknown,yes,no,telephone,aug,fri,4,999,0,nonexistent,1.4,93444.0,-36.1,4963.0,5228.1,0
13054,48,housemaid,divorced,basic.4y,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93918.0,-42.7,4961.0,5228.1,0
12292,25,services,single,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918.0,-42.7,4957.0,5228.1,0
1271,38,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93994.0,-36.4,4855.0,5191.0,0
1552,26,entrepreneur,married,unknown,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93994.0,-36.4,4855.0,5191.0,0
11718,50,admin.,married,professional.course,no,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93918.0,-42.7,4961.0,5228.1,1
25186,28,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92893.0,-46.2,1334.0,5099.1,0
16968,31,management,married,university.degree,no,no,no,cellular,aug,mon,11,999,0,nonexistent,1.4,93444.0,-36.1,4963.0,5228.1,0
7993,42,services,married,high.school,no,no,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94465.0,-41.8,4959.0,5228.1,0
27261,28,blue-collar,single,university.degree,unknown,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92893.0,-46.2,1281.0,5099.1,0
6289,50,services,divorced,basic.4y,unknown,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94465.0,-41.8,4865.0,5228.1,0
3186,41,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93994.0,-36.4,4858.0,5191.0,0
27223,36,services,single,high.school,no,no,no,cellular,may,wed,6,999,0,nonexistent,-1.8,92893.0,-46.2,1281.0,5099.1,0
18273,33,technician,married,professional.course,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93444.0,-36.1,4965.0,5228.1,0
32215,63,admin.,married,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,-1.7,94215.0,-40.3,0.885,4991.6,1
5374,28,services,single,high.school,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
23499,41,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93075.0,-47.1,1405.0,5099.1,0
6330,40,services,single,high.school,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94465.0,-41.8,4865.0,5228.1,0
20241,50,management,single,university.degree,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4153.0,5195.8,0
32188,23,unemployed,single,high.school,no,no,no,telephone,jul,tue,1,999,0,nonexistent,-1.7,94215.0,-40.3,0.8759999999999999,4991.6,0
1957,49,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93994.0,-36.4,4856.0,5191.0,0
13119,52,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93918.0,-42.7,4961.0,5228.1,0
19178,54,services,married,high.school,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93444.0,-36.1,4963.0,5228.1,0
30636,48,technician,married,professional.course,no,no,yes,telephone,oct,tue,2,999,0,nonexistent,-3.4,92431.0,-26.9,0.742,5017.5,0
18561,37,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93444.0,-36.1,4965.0,5228.1,0
27649,25,student,single,high.school,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92893.0,-46.2,1266.0,5099.1,0
24044,39,admin.,married,university.degree,no,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93075.0,-47.1,1405.0,5099.1,0
16354,53,entrepreneur,married,basic.9y,unknown,yes,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93444.0,-36.1,4966.0,5228.1,1
15920,29,admin.,single,university.degree,unknown,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93444.0,-36.1,4966.0,5228.1,0
13566,29,entrepreneur,married,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
29223,31,technician,single,professional.course,no,no,no,cellular,jun,tue,1,999,1,failure,-2.9,92963.0,-40.8,1262.0,5076.2,1
24373,36,entrepreneur,married,university.degree,no,no,no,telephone,may,mon,4,999,0,nonexistent,-1.8,92893.0,-46.2,1354.0,5099.1,1
8404,39,services,single,high.school,unknown,no,yes,telephone,jun,mon,3,999,0,nonexistent,1.4,94465.0,-41.8,4.96,5228.1,0
9755,37,self-employed,single,university.degree,unknown,no,yes,telephone,jun,mon,4,999,0,nonexistent,1.4,94465.0,-41.8,4947.0,5228.1,0
27605,24,self-employed,single,university.degree,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92893.0,-46.2,1266.0,5099.1,0
18588,35,technician,married,university.degree,no,no,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93444.0,-36.1,4965.0,5228.1,0
4957,29,admin.,married,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
16212,36,admin.,married,university.degree,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93444.0,-36.1,4965.0,5228.1,0
24448,36,entrepreneur,married,basic.9y,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92893.0,-46.2,1354.0,5099.1,0
19158,33,technician,single,professional.course,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93444.0,-36.1,4963.0,5228.1,0
14342,35,admin.,married,professional.course,no,yes,yes,cellular,jul,tue,2,999,0,nonexistent,1.4,93918.0,-42.7,4961.0,5228.1,0
8692,52,admin.,married,university.degree,unknown,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94465.0,-41.8,4962.0,5228.1,0
12623,46,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93918.0,-42.7,4.96,5228.1,0
6563,52,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465.0,-41.8,4864.0,5228.1,0
31365,27,student,single,high.school,no,no,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,93369.0,-34.8,0.653,5008.7,1
2917,27,services,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
18334,47,blue-collar,married,university.degree,no,yes,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93444.0,-36.1,4965.0,5228.1,0
9961,57,admin.,divorced,basic.9y,no,yes,yes,cellular,jul,mon,4,999,0,nonexistent,1.4,93918.0,-42.7,4.96,5228.1,0
19894,34,blue-collar,married,professional.course,no,unknown,unknown,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4153.0,5195.8,0
22976,26,admin.,single,university.degree,no,unknown,unknown,cellular,apr,thu,1,999,0,nonexistent,-1.8,93075.0,-47.1,1.41,5099.1,0
22606,40,blue-collar,married,high.school,no,no,no,cellular,apr,tue,3,999,1,failure,-1.8,93075.0,-47.1,1453.0,5099.1,0
18672,41,technician,single,high.school,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93444.0,-36.1,4964.0,5228.1,0
24772,51,management,married,high.school,unknown,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92893.0,-46.2,1344.0,5099.1,0
6851,34,admin.,single,university.degree,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94465.0,-41.8,4864.0,5228.1,0
549,51,self-employed,married,basic.9y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
12427,32,blue-collar,single,basic.4y,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93918.0,-42.7,4957.0,5228.1,0
31557,33,admin.,single,university.degree,no,no,no,cellular,apr,mon,1,999,2,failure,-1.8,93749.0,-34.6,0.642,5008.7,0
3228,55,admin.,married,university.degree,no,no,no,telephone,may,mon,14,999,0,nonexistent,1.1,93994.0,-36.4,4858.0,5191.0,0
27139,44,admin.,married,high.school,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92893.0,-46.2,1281.0,5099.1,0
